audio_file,Label
BabbleCor_clips/0452846000.wav,1
BabbleCor_clips/0813969694.wav,0
BabbleCor_clips/0924075822.wav,1
BabbleCor_clips/0736954375.wav,1
BabbleCor_clips/0430792872.wav,3
BabbleCor_clips/0962360328.wav,4
BabbleCor_clips/0615794096.wav,4
BabbleCor_clips/0081653776.wav,0
BabbleCor_clips/0650970752.wav,4
BabbleCor_clips/0965559933.wav,4
BabbleCor_clips/0493755468.wav,4
BabbleCor_clips/0555660316.wav,4
BabbleCor_clips/0728097416.wav,4
BabbleCor_clips/0342933295.wav,1
BabbleCor_clips/0828442555.wav,1
BabbleCor_clips/0665125930.wav,0
BabbleCor_clips/0551861313.wav,1
BabbleCor_clips/0373503640.wav,4
BabbleCor_clips/0248612477.wav,4
BabbleCor_clips/0897083774.wav,4
BabbleCor_clips/0113325645.wav,4
BabbleCor_clips/0277808284.wav,4
BabbleCor_clips/0147753406.wav,1
BabbleCor_clips/0431857090.wav,2
BabbleCor_clips/0244225620.wav,2
BabbleCor_clips/0724541289.wav,2
BabbleCor_clips/0878573244.wav,0
BabbleCor_clips/0834149859.wav,2
BabbleCor_clips/0002469564.wav,0
BabbleCor_clips/0655228282.wav,4
BabbleCor_clips/0499633874.wav,0
BabbleCor_clips/0405906868.wav,1
BabbleCor_clips/0341262399.wav,1
BabbleCor_clips/0636073929.wav,1
BabbleCor_clips/0239638195.wav,1
BabbleCor_clips/0739872944.wav,1
BabbleCor_clips/0211558166.wav,4
BabbleCor_clips/0253297252.wav,4
BabbleCor_clips/0241727012.wav,4
BabbleCor_clips/0779956382.wav,1
BabbleCor_clips/0223919448.wav,1
BabbleCor_clips/0447860835.wav,0
BabbleCor_clips/0979410762.wav,4
BabbleCor_clips/0974859299.wav,1
BabbleCor_clips/0481105658.wav,4
BabbleCor_clips/0687937933.wav,4
BabbleCor_clips/0155395615.wav,1
BabbleCor_clips/0197878543.wav,1
BabbleCor_clips/0561065096.wav,1
BabbleCor_clips/0062859393.wav,4
BabbleCor_clips/0153736084.wav,4
BabbleCor_clips/0483348023.wav,4
BabbleCor_clips/0420329238.wav,4
BabbleCor_clips/0760940311.wav,1
BabbleCor_clips/0653060556.wav,4
BabbleCor_clips/0547289070.wav,1
BabbleCor_clips/0160800242.wav,4
BabbleCor_clips/0089340403.wav,1
BabbleCor_clips/0965369676.wav,2
BabbleCor_clips/0488678376.wav,4
BabbleCor_clips/0626989864.wav,1
BabbleCor_clips/0824457104.wav,0
BabbleCor_clips/0714065244.wav,4
BabbleCor_clips/0536108021.wav,1
BabbleCor_clips/0874839949.wav,1
BabbleCor_clips/0143152918.wav,1
BabbleCor_clips/0467187070.wav,4
BabbleCor_clips/0657289568.wav,1
BabbleCor_clips/0892455686.wav,1
BabbleCor_clips/0931412530.wav,0
BabbleCor_clips/0230519948.wav,4
BabbleCor_clips/0649897102.wav,1
BabbleCor_clips/0018626714.wav,1
BabbleCor_clips/0254709551.wav,4
BabbleCor_clips/0719131350.wav,1
BabbleCor_clips/0987247383.wav,3
BabbleCor_clips/0109447520.wav,1
BabbleCor_clips/0050688828.wav,4
BabbleCor_clips/0288080480.wav,0
BabbleCor_clips/0409466195.wav,4
BabbleCor_clips/0313591229.wav,4
BabbleCor_clips/0390188979.wav,4
BabbleCor_clips/0730844127.wav,4
BabbleCor_clips/0485224060.wav,4
BabbleCor_clips/0524243101.wav,1
BabbleCor_clips/0285785595.wav,1
BabbleCor_clips/0444121662.wav,4
BabbleCor_clips/0319355539.wav,4
BabbleCor_clips/0159227402.wav,4
BabbleCor_clips/0644236753.wav,2
BabbleCor_clips/0732899171.wav,1
BabbleCor_clips/0265476864.wav,4
BabbleCor_clips/0404584321.wav,2
BabbleCor_clips/0830304641.wav,4
BabbleCor_clips/0213497820.wav,1
BabbleCor_clips/0288190508.wav,4
BabbleCor_clips/0139355820.wav,1
BabbleCor_clips/0288536261.wav,1
BabbleCor_clips/0566083447.wav,1
BabbleCor_clips/0056822032.wav,4
BabbleCor_clips/0124156092.wav,4
BabbleCor_clips/0714053592.wav,1
BabbleCor_clips/0615390389.wav,4
BabbleCor_clips/0967454247.wav,1
BabbleCor_clips/0573214390.wav,2
BabbleCor_clips/0551524449.wav,0
BabbleCor_clips/0815804770.wav,1
BabbleCor_clips/0061191571.wav,4
BabbleCor_clips/0992515840.wav,4
BabbleCor_clips/0527466573.wav,4
BabbleCor_clips/0049186861.wav,1
BabbleCor_clips/0012711857.wav,4
BabbleCor_clips/0115108855.wav,2
BabbleCor_clips/0802300260.wav,1
BabbleCor_clips/0598956805.wav,4
